cough,pushbike,drawer,cooking,keys,slidingDoorclose,train,lake,switch,buspassby,footstepsongrass,lightrain,chairsmoving,doorclose,knock,mindthegap,motorbike,birdsong,keylock,wind,trolley,bagrustle,laughter,footsteps,gate,checkoutbeeps,running,doorslam,speech,clearthroat,money,phone
[[0.76984084]],[[0.797321]],[[0.81444854]],[[0.79186785]],[[0.86221194]],[[0.7794308]],[[0.8451748]],[[0.7368538]],[[0.7810262]],[[0.8858671]],[[0.7277747]],[[0.73574805]],[[0.77209955]],[[0.8293569]],[[0.8289058]],[[0.8636914]],[[0.8452978]],[[0.78581]],[[0.88512474]],[[0.63978374]],[[0.8251979]],[[0.7751848]],[[0.71001303]],[[0.6992216]],[[0.8365036]],[[0.98014563]],[[0.77828705]],[[0.7849729]],[[0.7332306]],[[0.7613253]],[[0.79606426]],[[0.76112044]]
[[0.56855464]],[[0.7375807]],[[0.8528093]],[[0.8222333]],[[0.8593662]],[[0.8804059]],[[0.81651163]],[[0.8467654]],[[0.7390121]],[[0.8437642]],[[0.83724]],[[0.8444879]],[[0.8416009]],[[0.80193466]],[[0.55750966]],[[0.74419296]],[[0.81113994]],[[0.7778921]],[[0.83909154]],[[0.7194443]],[[0.8257723]],[[0.8963779]],[[0.5743501]],[[0.8048302]],[[0.79850954]],[[0.8503665]],[[0.75763434]],[[0.7619416]],[[0.75522447]],[[0.7344877]],[[0.7119785]],[[0.71037096]]
[[0.7808677]],[[0.8171603]],[[0.5288134]],[[0.61600983]],[[0.74551547]],[[0.7624214]],[[0.71063995]],[[0.69239026]],[[0.7529745]],[[0.88313806]],[[0.70239604]],[[0.7204622]],[[0.5871378]],[[0.61081284]],[[0.72938234]],[[0.73725784]],[[0.7079354]],[[0.6907814]],[[0.81333447]],[[0.63486385]],[[0.7425822]],[[0.72861254]],[[0.7015875]],[[0.64527756]],[[0.695144]],[[0.8629985]],[[0.7275938]],[[0.6531931]],[[0.6756216]],[[0.8810837]],[[0.62689483]],[[0.6143963]]
[[0.737939]],[[0.70206565]],[[0.7808194]],[[0.50944555]],[[0.74833834]],[[0.79441977]],[[0.77845764]],[[0.7784116]],[[0.6916264]],[[0.91382086]],[[0.86303395]],[[0.8868511]],[[0.6912074]],[[0.70809424]],[[0.6987423]],[[0.76115805]],[[0.6849833]],[[0.76705587]],[[0.7727635]],[[0.6786712]],[[0.78749484]],[[0.78392714]],[[0.6750256]],[[0.80896974]],[[0.7792685]],[[0.85186183]],[[0.67058027]],[[0.85294783]],[[0.77779853]],[[0.8190593]],[[0.69361705]],[[0.6589415]]
[[0.74839455]],[[0.70465064]],[[0.77313864]],[[0.75218195]],[[0.71479094]],[[0.73082435]],[[0.8160995]],[[0.78749907]],[[0.7568358]],[[0.91411555]],[[0.69725055]],[[0.67670166]],[[0.7240455]],[[0.62717766]],[[0.75397277]],[[0.79654497]],[[0.7420232]],[[0.8083177]],[[0.71007234]],[[0.71964824]],[[0.7776154]],[[0.6974847]],[[0.6936598]],[[0.5940837]],[[0.7813276]],[[0.974376]],[[0.73289776]],[[0.70985526]],[[0.78783655]],[[0.8296918]],[[0.7765024]],[[0.64081883]]
[[0.72168076]],[[0.7551244]],[[0.82065934]],[[0.69980276]],[[0.7910062]],[[0.8231764]],[[0.78654194]],[[0.7509711]],[[0.75750256]],[[0.8390011]],[[0.7511105]],[[0.74870205]],[[0.80434465]],[[0.70825404]],[[0.6510117]],[[0.8013396]],[[0.7825343]],[[0.7350942]],[[0.6936307]],[[0.7575582]],[[0.8381218]],[[0.72702]],[[0.62071913]],[[0.71308047]],[[0.71336496]],[[0.82336265]],[[0.71268344]],[[0.70818627]],[[0.7811861]],[[0.84642637]],[[0.6629343]],[[0.662437]]
[[0.8009043]],[[0.8378366]],[[0.7144811]],[[0.6593269]],[[0.78977025]],[[0.7848955]],[[0.84440625]],[[0.73533833]],[[0.72312564]],[[0.8790069]],[[0.8542802]],[[0.6725353]],[[0.71974564]],[[0.61347914]],[[0.7964718]],[[0.7723025]],[[0.77325916]],[[0.7433731]],[[0.8223659]],[[0.6794683]],[[0.85419905]],[[0.8411087]],[[0.66864216]],[[0.7717873]],[[0.71134573]],[[0.8336655]],[[0.7328963]],[[0.6535258]],[[0.6929385]],[[0.79900885]],[[0.6575209]],[[0.5762435]]
[[0.7988839]],[[0.7649051]],[[0.81431574]],[[0.8799013]],[[0.7704141]],[[0.8445973]],[[0.7601255]],[[0.85194206]],[[0.83083755]],[[0.8732756]],[[0.76016587]],[[0.8029364]],[[0.77388406]],[[0.82451993]],[[0.82433224]],[[0.77068806]],[[0.85351014]],[[0.7590299]],[[0.859784]],[[0.7434552]],[[0.8038118]],[[0.7322347]],[[0.8190397]],[[0.8183638]],[[0.7965774]],[[0.949416]],[[0.7880177]],[[0.76954365]],[[0.8023326]],[[0.82758796]],[[0.8379594]],[[0.7853691]]
[[0.814439]],[[0.7393107]],[[0.82518435]],[[0.78529334]],[[0.78064346]],[[0.72848415]],[[0.8433372]],[[0.7454902]],[[0.77634794]],[[0.8374711]],[[0.7850546]],[[0.67786777]],[[0.7896832]],[[0.6098812]],[[0.72777253]],[[0.7576582]],[[0.74894124]],[[0.729223]],[[0.7122226]],[[0.70483303]],[[0.7991052]],[[0.7529713]],[[0.6718591]],[[0.72596526]],[[0.6552108]],[[0.82773983]],[[0.7247906]],[[0.69433576]],[[0.7555896]],[[0.8063252]],[[0.7283218]],[[0.66840935]]
[[0.84895575]],[[0.7973063]],[[0.77339625]],[[0.6638888]],[[0.7438317]],[[0.8231158]],[[0.7612896]],[[0.70839375]],[[0.7617182]],[[0.86210155]],[[0.870653]],[[0.69948345]],[[0.8653871]],[[0.74431837]],[[0.794441]],[[0.8499266]],[[0.7401314]],[[0.7529954]],[[0.8530601]],[[0.6805665]],[[0.81022096]],[[0.7546999]],[[0.6983674]],[[0.81408274]],[[0.7505047]],[[0.83554316]],[[0.77303827]],[[0.75498104]],[[0.68820655]],[[0.7486575]],[[0.62811273]],[[0.650109]]
[[0.90158963]],[[0.6682321]],[[0.89339334]],[[0.86046994]],[[0.8604388]],[[0.7157206]],[[0.8080162]],[[0.8134079]],[[0.79802054]],[[0.88344926]],[[0.83893466]],[[0.80873525]],[[0.82478833]],[[0.7537395]],[[0.7911474]],[[0.9137161]],[[0.71799624]],[[0.77702856]],[[0.8895699]],[[0.80725193]],[[0.87540454]],[[0.7253228]],[[0.7828698]],[[0.75190854]],[[0.77271897]],[[0.77689505]],[[0.7707863]],[[0.78608906]],[[0.78637856]],[[0.7037458]],[[0.8531789]],[[0.7961714]]
[[0.649799]],[[0.8822517]],[[0.8627436]],[[0.7921924]],[[0.81430626]],[[0.7950659]],[[0.844145]],[[0.85504407]],[[0.8005931]],[[0.9042918]],[[0.8007525]],[[0.7773266]],[[0.8086118]],[[0.8068533]],[[0.8132422]],[[0.8148887]],[[0.83990264]],[[0.77597237]],[[0.8565343]],[[0.61185443]],[[0.89072317]],[[0.70013064]],[[0.61248314]],[[0.7431945]],[[0.81779027]],[[0.9239008]],[[0.7828929]],[[0.7543057]],[[0.70857656]],[[0.8634913]],[[0.84075296]],[[0.81619555]]
[[0.7056101]],[[0.6980219]],[[0.8640014]],[[0.81338406]],[[0.79817533]],[[0.757753]],[[0.7473341]],[[0.867123]],[[0.8612123]],[[0.8703819]],[[0.6644186]],[[0.84649074]],[[0.6519761]],[[0.70019436]],[[0.73005426]],[[0.7449252]],[[0.77371347]],[[0.679705]],[[0.8095861]],[[0.7037201]],[[0.8293032]],[[0.70298886]],[[0.6941332]],[[0.6813972]],[[0.73816067]],[[0.9114818]],[[0.713613]],[[0.7534271]],[[0.6759005]],[[0.73999465]],[[0.80969226]],[[0.74470544]]
[[0.69099367]],[[0.8319956]],[[0.8249923]],[[0.65044904]],[[0.8501793]],[[0.8309045]],[[0.76570857]],[[0.7262498]],[[0.70828325]],[[0.8738247]],[[0.82696253]],[[0.7225935]],[[0.834754]],[[0.7711561]],[[0.7205992]],[[0.8663505]],[[0.84581304]],[[0.6759795]],[[0.8368405]],[[0.67174584]],[[0.8478253]],[[0.7353945]],[[0.64292204]],[[0.76953715]],[[0.7433165]],[[0.79548603]],[[0.74426466]],[[0.73483604]],[[0.7000546]],[[0.7644141]],[[0.66604567]],[[0.7332995]]
[[0.82127815]],[[0.84744]],[[0.88425887]],[[0.6721123]],[[0.7729025]],[[0.89894897]],[[0.6842711]],[[0.80569303]],[[0.8056406]],[[0.83822334]],[[0.8608766]],[[0.80559003]],[[0.8676038]],[[0.7990917]],[[0.7170387]],[[0.8468153]],[[0.88176066]],[[0.77541316]],[[0.96344864]],[[0.7641373]],[[0.89546365]],[[0.7346742]],[[0.76737994]],[[0.7994679]],[[0.6860478]],[[0.7779431]],[[0.7721724]],[[0.8525983]],[[0.7531888]],[[0.81733865]],[[0.73815227]],[[0.735432]]
[[0.80051494]],[[0.7961978]],[[0.92595726]],[[0.972402]],[[0.9274604]],[[0.86752963]],[[0.80760735]],[[0.82649034]],[[0.8119031]],[[0.7558209]],[[0.8809516]],[[0.8221698]],[[0.9002989]],[[0.8870008]],[[0.850718]],[[0.8846849]],[[0.9007553]],[[0.797523]],[[0.92507946]],[[0.8003663]],[[0.83863115]],[[0.844928]],[[0.7927963]],[[0.84472686]],[[0.8663292]],[[0.80463076]],[[0.7629661]],[[0.79217637]],[[0.8095814]],[[0.7548265]],[[0.76308936]],[[0.86253893]]
[[0.80711967]],[[0.74340314]],[[0.8021982]],[[0.77495414]],[[0.8480211]],[[0.71030414]],[[0.75108725]],[[0.8391554]],[[0.7574718]],[[0.8489023]],[[0.7273361]],[[0.77725035]],[[0.94391185]],[[0.7553753]],[[0.7608231]],[[0.8132609]],[[0.81638354]],[[0.72110844]],[[0.8700782]],[[0.73124367]],[[0.9147386]],[[0.8313768]],[[0.7244428]],[[0.7338586]],[[0.6252099]],[[0.821462]],[[0.7326221]],[[0.72219366]],[[0.74459696]],[[0.8346901]],[[0.7032466]],[[0.7196349]]
[[0.9604535]],[[0.9118546]],[[0.8992666]],[[0.7735739]],[[0.89216924]],[[0.880868]],[[0.8676072]],[[0.86415124]],[[0.8832272]],[[0.9475048]],[[0.9656271]],[[0.92875594]],[[0.8663388]],[[0.83888996]],[[0.91392726]],[[0.93551874]],[[0.8996957]],[[0.891448]],[[0.9502086]],[[0.8936043]],[[0.9670299]],[[0.8386053]],[[0.8953128]],[[0.9209606]],[[0.853902]],[[0.87330484]],[[0.8900347]],[[0.93401945]],[[0.83138]],[[0.7509318]],[[0.8480984]],[[0.87978077]]
[[0.7055738]],[[0.83726895]],[[0.7976808]],[[0.75209737]],[[0.82519644]],[[0.8527075]],[[0.76206416]],[[0.80348754]],[[0.78222525]],[[0.7935395]],[[0.82245433]],[[0.809879]],[[0.8467893]],[[0.75430536]],[[0.6876011]],[[0.7477821]],[[0.7597569]],[[0.730738]],[[0.86571074]],[[0.60779464]],[[0.8709439]],[[0.785836]],[[0.7252295]],[[0.75356793]],[[0.79006916]],[[0.7960107]],[[0.7335774]],[[0.7331005]],[[0.69123185]],[[0.6817393]],[[0.6895515]],[[0.6697391]]
[[0.9240802]],[[0.8525561]],[[0.8962537]],[[0.8290483]],[[0.90835524]],[[0.8164381]],[[0.8217459]],[[0.75608367]],[[0.80019116]],[[0.9059468]],[[0.9225124]],[[0.85265875]],[[0.90439266]],[[0.87712234]],[[0.9988418]],[[0.93296784]],[[0.8060628]],[[0.839656]],[[0.9545255]],[[0.780679]],[[0.8612466]],[[0.8833428]],[[0.8594661]],[[0.8897396]],[[0.82669944]],[[0.86669207]],[[0.8120218]],[[0.8896]],[[0.7949093]],[[0.82438034]],[[0.79165626]],[[0.8298094]]
[[0.7847728]],[[0.7962043]],[[0.78530884]],[[0.5566847]],[[0.8256888]],[[0.8166107]],[[0.81204736]],[[0.881768]],[[0.72014934]],[[0.92110586]],[[0.8763776]],[[0.82028806]],[[0.82168484]],[[0.8238256]],[[0.7009576]],[[0.8277282]],[[0.8489463]],[[0.72786695]],[[0.813326]],[[0.6068914]],[[0.93209183]],[[0.86853385]],[[0.7135489]],[[0.8168471]],[[0.80601436]],[[0.960984]],[[0.7635324]],[[0.77463967]],[[0.76440126]],[[0.8240141]],[[0.69431776]],[[0.77425903]]
[[0.7975546]],[[0.9059725]],[[0.969031]],[[0.42877024]],[[0.8619851]],[[0.9059016]],[[0.84945023]],[[0.747601]],[[0.9022704]],[[0.96146864]],[[1.0637898]],[[0.87262535]],[[0.8681223]],[[0.86418504]],[[0.813143]],[[0.9210901]],[[0.8671898]],[[0.787295]],[[0.9188923]],[[0.71151936]],[[0.9394105]],[[0.83613867]],[[0.780669]],[[1.0294666]],[[0.8543843]],[[0.8914547]],[[0.8510028]],[[0.854843]],[[0.89354414]],[[0.90084815]],[[0.7622073]],[[0.8561729]]
[[0.9230644]],[[0.7848271]],[[0.81524426]],[[0.85914797]],[[0.85815316]],[[0.78147364]],[[0.7316613]],[[0.71857905]],[[0.8284823]],[[0.803817]],[[0.66359854]],[[0.8596381]],[[0.9309999]],[[0.7697915]],[[0.8868708]],[[0.9190861]],[[0.7263259]],[[0.7132541]],[[0.84095955]],[[0.76651394]],[[0.72057605]],[[0.8259831]],[[0.83661216]],[[0.5853803]],[[0.77538645]],[[0.8040742]],[[0.7850472]],[[0.7493398]],[[0.68314123]],[[0.82285744]],[[0.82883036]],[[0.7559348]]
[[0.69971025]],[[0.715695]],[[0.6970303]],[[0.77968055]],[[0.6492074]],[[0.68057764]],[[0.69267184]],[[0.8382077]],[[0.6490397]],[[0.81256384]],[[0.7432196]],[[0.7681801]],[[0.8984472]],[[0.6840616]],[[0.74138707]],[[0.8207213]],[[0.7726624]],[[0.7050489]],[[0.69269276]],[[0.6161059]],[[0.72492206]],[[0.8268678]],[[0.6520999]],[[0.62305456]],[[0.6143849]],[[0.8992747]],[[0.74907523]],[[0.700053]],[[0.7651185]],[[0.77119]],[[0.69727147]],[[0.7640234]]
[[0.7766138]],[[0.7900974]],[[0.84124345]],[[0.7959142]],[[0.86019766]],[[0.85031146]],[[0.89643943]],[[0.9411252]],[[0.7319343]],[[0.85815537]],[[0.8426894]],[[0.81754184]],[[0.8414755]],[[0.8224394]],[[0.8160065]],[[0.8112421]],[[0.79576397]],[[0.7722941]],[[0.8508942]],[[0.6871176]],[[0.8655549]],[[0.85255677]],[[0.73768413]],[[0.8534884]],[[0.80566543]],[[0.8761596]],[[0.8819269]],[[0.81252146]],[[0.76014835]],[[0.90506446]],[[0.89248157]],[[0.84792614]]
[[0.6868114]],[[0.7138418]],[[0.8144377]],[[0.79666287]],[[0.77448875]],[[0.772496]],[[0.801514]],[[0.92917055]],[[0.7696316]],[[0.91881126]],[[0.69439834]],[[0.83674407]],[[0.80986536]],[[0.73804045]],[[0.57341385]],[[0.8240511]],[[0.78927815]],[[0.70820534]],[[0.8212585]],[[0.74002254]],[[0.7634468]],[[0.79269487]],[[0.6306018]],[[0.56860286]],[[0.7356262]],[[0.8233251]],[[0.8125055]],[[0.7270825]],[[0.79869837]],[[0.8544864]],[[0.81774026]],[[0.82517666]]
[[0.5346318]],[[0.8879742]],[[0.81135654]],[[0.82295376]],[[0.76090336]],[[0.85360694]],[[0.84862]],[[0.90052325]],[[0.7648272]],[[0.91539794]],[[0.7336083]],[[0.8980319]],[[0.86057097]],[[0.7777185]],[[0.6044554]],[[0.69435656]],[[0.82214624]],[[0.71035063]],[[0.80105287]],[[0.8135996]],[[0.87284476]],[[0.789194]],[[0.7115294]],[[0.7529607]],[[0.7708976]],[[0.912158]],[[0.783489]],[[0.81759983]],[[0.8433376]],[[0.7462649]],[[0.86333185]],[[0.82143617]]
[[1.045963]],[[0.93729347]],[[0.912689]],[[0.8405695]],[[0.9019091]],[[0.8470906]],[[0.85767174]],[[0.9481444]],[[0.8171515]],[[0.97195077]],[[0.9166513]],[[0.95093715]],[[0.98364294]],[[0.882173]],[[0.9892431]],[[0.9684497]],[[0.8425479]],[[0.7994615]],[[0.926928]],[[0.8737419]],[[0.9080183]],[[0.96521044]],[[0.9556966]],[[0.8925288]],[[0.90973294]],[[0.8849914]],[[0.9084399]],[[0.9019738]],[[1.0119642]],[[0.9583296]],[[0.87357956]],[[0.8167242]]
[[0.9098411]],[[0.90291667]],[[0.8141626]],[[0.93439245]],[[0.8350767]],[[0.83067316]],[[0.8405771]],[[0.9454886]],[[0.7859155]],[[0.86005294]],[[0.8493407]],[[0.75036407]],[[1.0255569]],[[0.82211953]],[[0.8182347]],[[0.8315861]],[[0.8666249]],[[0.91214305]],[[0.9493232]],[[0.7640488]],[[0.8655583]],[[0.92540944]],[[0.751564]],[[0.8125673]],[[0.7873116]],[[0.9633508]],[[0.8984463]],[[0.76907086]],[[0.7668772]],[[0.73947155]],[[0.7628602]],[[0.7799597]]
[[0.91001385]],[[0.85506195]],[[0.8895595]],[[0.96815896]],[[0.9213532]],[[0.8050379]],[[0.80415267]],[[0.81385005]],[[0.83733696]],[[0.8227907]],[[0.7037561]],[[0.8345872]],[[0.8878464]],[[0.86013436]],[[0.86293626]],[[0.8649892]],[[0.8641212]],[[0.6469446]],[[0.8780093]],[[0.75948215]],[[0.7855628]],[[0.8489697]],[[0.8199512]],[[0.755175]],[[0.89130163]],[[0.97679955]],[[0.77079564]],[[0.7038135]],[[0.7177787]],[[0.78181696]],[[0.8299509]],[[0.8936034]]
[[0.88291097]],[[0.70502776]],[[0.9272516]],[[0.81091034]],[[0.92093503]],[[0.7570001]],[[0.8578512]],[[0.7028775]],[[0.86843014]],[[0.8766758]],[[0.84151095]],[[0.7661439]],[[0.7719613]],[[0.8025161]],[[0.8149822]],[[0.9546833]],[[0.7527181]],[[0.7460035]],[[0.9089055]],[[0.7734387]],[[0.85631424]],[[0.7842483]],[[0.67963374]],[[0.7413661]],[[0.8202518]],[[0.7841952]],[[0.7271466]],[[0.7894467]],[[0.86238855]],[[0.87735254]],[[0.79647875]],[[0.8231925]]
[[0.6291946]],[[0.74331754]],[[0.7627946]],[[0.6565083]],[[0.69621396]],[[0.8087146]],[[0.64082193]],[[0.8419582]],[[0.70914805]],[[0.8818288]],[[0.7522901]],[[0.8521926]],[[0.83867836]],[[0.7092664]],[[0.5142529]],[[0.7145356]],[[0.7429799]],[[0.6355189]],[[0.65644693]],[[0.6105256]],[[0.7634598]],[[0.7418213]],[[0.63852036]],[[0.7112902]],[[0.6510058]],[[0.7663653]],[[0.7091278]],[[0.6964282]],[[0.7673905]],[[0.7976555]],[[0.6795573]],[[0.6920613]]
[[0.758309]],[[0.7433214]],[[0.93172276]],[[0.8176718]],[[0.91594875]],[[0.94497514]],[[0.8302252]],[[0.82330805]],[[0.85086524]],[[0.8732182]],[[0.9016962]],[[0.8230728]],[[0.75439835]],[[0.81550944]],[[0.61484134]],[[0.82443285]],[[0.86662936]],[[0.7774068]],[[0.88383853]],[[0.80050737]],[[0.79715824]],[[0.75457716]],[[0.6946539]],[[0.8699864]],[[0.81228447]],[[0.81714916]],[[0.81100166]],[[0.8001943]],[[0.78829587]],[[0.87742925]],[[0.8046364]],[[0.779117]]
[[0.7192238]],[[0.8334745]],[[0.90614307]],[[0.8089365]],[[0.88279307]],[[0.92543197]],[[0.89215976]],[[0.8982457]],[[0.83660835]],[[0.94319564]],[[0.841532]],[[0.89586717]],[[0.89373744]],[[0.81672776]],[[0.7564419]],[[0.7365819]],[[0.8192314]],[[0.7884794]],[[0.86392516]],[[0.8134563]],[[0.86398524]],[[0.8736439]],[[0.7501204]],[[0.9062279]],[[0.78976464]],[[0.81448823]],[[0.8399464]],[[0.791165]],[[0.83598655]],[[0.85105187]],[[0.84556997]],[[0.8935791]]
[[0.8529104]],[[0.6516343]],[[0.8505358]],[[0.88489324]],[[0.8324388]],[[0.82488656]],[[0.8382821]],[[0.81405854]],[[0.7624949]],[[0.8391684]],[[0.83909845]],[[0.8908597]],[[0.7982496]],[[0.78952754]],[[0.7764554]],[[0.8202538]],[[0.6742729]],[[0.8066946]],[[0.782776]],[[0.7627411]],[[0.8006511]],[[0.8337103]],[[0.7637845]],[[0.792028]],[[0.79914796]],[[0.81983757]],[[0.7461965]],[[0.82981795]],[[0.831371]],[[0.8655269]],[[0.7847522]],[[0.7500398]]
[[0.6945358]],[[0.7165839]],[[0.78927493]],[[0.721099]],[[0.7798338]],[[0.75014603]],[[0.7195503]],[[0.7743028]],[[0.7035723]],[[0.78155506]],[[0.79529154]],[[0.72964376]],[[0.6998907]],[[0.69547284]],[[0.70999664]],[[0.7491349]],[[0.7405386]],[[0.71423703]],[[0.7178839]],[[0.6811784]],[[0.7345286]],[[0.78753823]],[[0.6380799]],[[0.7385478]],[[0.71060234]],[[0.8446275]],[[0.58063364]],[[0.6927279]],[[0.7441014]],[[0.91247517]],[[0.5938393]],[[0.61420155]]
[[0.8576138]],[[0.64880323]],[[0.848518]],[[0.753451]],[[0.89455825]],[[0.68806803]],[[0.74865746]],[[0.7933217]],[[0.8224257]],[[0.8954902]],[[0.7845094]],[[0.8027967]],[[0.664237]],[[0.7505973]],[[0.7674626]],[[0.9286961]],[[0.73971975]],[[0.7191515]],[[0.90503186]],[[0.67413926]],[[0.7391284]],[[0.77169955]],[[0.649335]],[[0.6946684]],[[0.78777236]],[[0.7994572]],[[0.65491956]],[[0.78828806]],[[0.86517096]],[[0.845786]],[[0.74357486]],[[0.7615666]]
[[0.7109463]],[[0.7589608]],[[0.84099996]],[[0.6656253]],[[0.7861211]],[[0.72593135]],[[0.69790864]],[[0.76223075]],[[0.7217457]],[[0.76097536]],[[0.8216159]],[[0.7447696]],[[0.7863391]],[[0.6770942]],[[0.6902862]],[[0.82853204]],[[0.800756]],[[0.73906446]],[[0.79860276]],[[0.66983473]],[[0.6134384]],[[0.6570432]],[[0.72508895]],[[0.7635525]],[[0.6410259]],[[0.8430388]],[[0.74883723]],[[0.61992705]],[[0.79187536]],[[0.854795]],[[0.73593456]],[[0.7563567]]
[[0.6704943]],[[0.8261099]],[[0.77965295]],[[0.6757597]],[[0.7021299]],[[0.6880321]],[[0.85551745]],[[0.8230359]],[[0.6663933]],[[0.73032415]],[[0.8156476]],[[0.6932263]],[[0.71440077]],[[0.5054165]],[[0.6646011]],[[0.761668]],[[0.8052947]],[[0.60783374]],[[0.6545936]],[[0.63601613]],[[0.8061565]],[[0.66186357]],[[0.653262]],[[0.7230415]],[[0.5149062]],[[0.81390345]],[[0.7178095]],[[0.5833215]],[[0.7566849]],[[0.83976567]],[[0.66712487]],[[0.6879887]]
[[0.7770575]],[[0.7542148]],[[0.7086239]],[[0.68808824]],[[0.77224624]],[[0.8841861]],[[0.755264]],[[0.8121559]],[[0.68801785]],[[0.96762633]],[[0.7760613]],[[0.79756546]],[[0.7046745]],[[0.7749175]],[[0.700533]],[[0.7949656]],[[0.74992406]],[[0.7230582]],[[0.79270905]],[[0.7727764]],[[0.8623733]],[[0.79480267]],[[0.7027033]],[[0.6737148]],[[0.8207942]],[[0.87368745]],[[0.7616224]],[[0.7713425]],[[0.8566147]],[[0.818405]],[[0.71934074]],[[0.6756463]]
[[0.7890626]],[[0.73985434]],[[0.8506051]],[[0.75357115]],[[0.7937679]],[[0.82095444]],[[0.835403]],[[0.8488848]],[[0.76154983]],[[0.9251137]],[[0.78602624]],[[0.8212393]],[[0.82294554]],[[0.79588187]],[[0.6973565]],[[0.8799831]],[[0.8071408]],[[0.82292855]],[[0.9220308]],[[0.84376264]],[[0.8040977]],[[0.80019283]],[[0.7503884]],[[0.70576304]],[[0.8335891]],[[0.90512174]],[[0.7600734]],[[0.8217488]],[[0.8592103]],[[0.8554406]],[[0.79614353]],[[0.6962838]]
[[0.7476569]],[[0.8478751]],[[0.70460916]],[[0.78508675]],[[0.80109876]],[[0.8630848]],[[0.7547871]],[[0.8781335]],[[0.681728]],[[0.92962825]],[[0.82382536]],[[0.7328987]],[[0.8539367]],[[0.8461463]],[[0.7562332]],[[0.73438764]],[[0.83698183]],[[0.86345136]],[[0.8801758]],[[0.75888014]],[[0.8467191]],[[0.7999973]],[[0.7356539]],[[0.7517488]],[[0.80178034]],[[0.9061964]],[[0.7603949]],[[0.75486094]],[[0.79103047]],[[0.7864779]],[[0.7547897]],[[0.7649094]]
[[0.6905823]],[[0.70055395]],[[0.7967695]],[[0.7302945]],[[0.71686286]],[[0.74971485]],[[0.7729436]],[[0.85591316]],[[0.6997847]],[[0.7598001]],[[0.87811804]],[[0.7933535]],[[0.78578675]],[[0.73582625]],[[0.6249521]],[[0.7586105]],[[0.7626019]],[[0.8300592]],[[0.7949879]],[[0.6472045]],[[0.6902466]],[[0.71532696]],[[0.68450636]],[[0.77201897]],[[0.6337872]],[[0.78541636]],[[0.72333574]],[[0.75121605]],[[0.8137251]],[[0.76961684]],[[0.712017]],[[0.73332566]]
[[0.7189213]],[[0.6550445]],[[0.8321079]],[[0.77381814]],[[0.7492776]],[[0.75079495]],[[0.77917004]],[[0.81856036]],[[0.8963527]],[[0.91420233]],[[0.6806821]],[[0.80110884]],[[0.69799656]],[[0.70316875]],[[0.65411043]],[[0.7548888]],[[0.8252989]],[[0.745265]],[[0.8499357]],[[0.7609712]],[[0.76595205]],[[0.7453878]],[[0.61520797]],[[0.59429073]],[[0.794623]],[[0.836611]],[[0.6308981]],[[0.75481045]],[[0.76728594]],[[0.83914715]],[[0.73502237]],[[0.7097001]]
[[0.74704796]],[[0.8611214]],[[0.79447836]],[[0.8319201]],[[0.8782724]],[[0.8248196]],[[0.8208159]],[[0.8554311]],[[0.840894]],[[0.91634464]],[[0.80153394]],[[0.8680133]],[[0.6853397]],[[0.7811748]],[[0.8355163]],[[0.76434326]],[[0.87892383]],[[0.77127606]],[[0.9443652]],[[0.7233548]],[[0.881056]],[[0.7626493]],[[0.71404946]],[[0.7688222]],[[0.92755955]],[[0.9524248]],[[0.7820401]],[[0.7977772]],[[0.8253235]],[[0.817512]],[[0.84914815]],[[0.8535541]]
[[0.7578831]],[[0.81873876]],[[0.7929134]],[[0.81472236]],[[0.81807756]],[[0.73402685]],[[0.8090628]],[[0.8415493]],[[0.81669426]],[[0.84309596]],[[0.7864476]],[[0.7328565]],[[0.723387]],[[0.73314327]],[[0.79054654]],[[0.753623]],[[0.81973773]],[[0.7534179]],[[0.8805033]],[[0.6349019]],[[0.8463142]],[[0.89245623]],[[0.6090833]],[[0.7088168]],[[0.8080827]],[[0.918322]],[[0.63188267]],[[0.712999]],[[0.7776524]],[[0.9088045]],[[0.7304892]],[[0.72873807]]
[[0.81465197]],[[0.7687064]],[[0.86893755]],[[0.77550095]],[[0.79845047]],[[0.7697981]],[[0.811828]],[[0.8789768]],[[0.7555882]],[[0.75191194]],[[0.8299635]],[[0.81064427]],[[0.81110275]],[[0.71549666]],[[0.7308435]],[[0.6939613]],[[0.74189687]],[[0.77762854]],[[0.7697233]],[[0.8217773]],[[0.85224766]],[[0.8026643]],[[0.7375971]],[[0.7432332]],[[0.77800214]],[[0.6560973]],[[0.7075307]],[[0.769913]],[[0.71099275]],[[0.7428448]],[[0.8661386]],[[0.7228782]]
[[0.85535717]],[[0.8473761]],[[0.887832]],[[0.6747725]],[[0.769615]],[[0.89270693]],[[0.762714]],[[0.72761834]],[[0.73174846]],[[0.92309916]],[[0.92328054]],[[0.82540977]],[[0.90526676]],[[0.8442664]],[[0.7840152]],[[0.92785615]],[[0.7976538]],[[0.8029771]],[[0.8795279]],[[0.77588844]],[[0.91392034]],[[0.82862025]],[[0.7942654]],[[0.84602463]],[[0.7400465]],[[0.7696297]],[[0.76273656]],[[0.86936706]],[[0.85987484]],[[0.95401144]],[[0.8459598]],[[0.73515666]]
